Boiler_Model_Type,GEO_Assigned_Identification_Number,Chimney_Height_m_nbr,Capacity_MWe_nbr,Date_Commissioned_dt,Turbine_Manufacturer,Boiler_Manufacturer,Generator_Manufacturer,Unit_Nbr,Turbine_Model_Type,Decommission_Date_dt,Unit_Efficiency_Percent_nbr,Generator_Model_Type,Control_NOx_yr,Control_SOx_yr,Control_PM_yr,Control_Hg_yr,Control_N2O_yr,Boiler_HRSG_Manufacturer,Unit_Efficiency_Percent,Chimney_Height_nbr,Boiler_HRSG_Model_Type,Diesel_Engine_Boiler_Manufacturer,Diesel_Engine_Boiler_Model_Type,Hydraulic_Head_m_nbr,Speed_RPM_nbr,Injection_Wells_nbr,Production_Wells_nbr,Pipe_Network_Length_km_nbr,Reactor_Manufacturer,Reactor_Type_Model,IAEA_ID,Construction_Start_Date_dt,Generator_Type_Model,Turbine_Type_Model,Panel_Manufacturer,Invertor_Manufacturer,Panel_Type_Model,Invertor_Type_Model,Number_Of_Panels_nbr,Storage_Backup_System,Solar_to_Electric_Efficiency_Percent_nbr,HCE_Manufacturer,Number_Of_Turbines_nbr,Rotor_Diameter_m_nbr,Peak_MWe_per_Turbine_nbr,Hub_Height_m_nbr,Max_Production_at_wind_speed_m_sec_nbr,Turbine_Model,Capacity_Factor_Percent_nbr
,578,,1.4,1933-01-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,598,,66.2,1955-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,598,,66.2,1955-10-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,598,,66.2,1955-05-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,601,,1.4,1917-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,601,,1.4,1917-12-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,604,,4.5,1981-04-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,604,,4.5,1981-04-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,605,,11,1971-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,607,,29,1963-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,610,,14.5,1992-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,624,,5.3,1983-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,625,,2,1921-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,631,,15.3,1966-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,633,,18.4,1986-01-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,633,,9.8,1985-07-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,633,,2.4,1985-04-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,684,,1,1983-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,684,,1,1983-06-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,713,,22,1993-11-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,725,,67.5,1958-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,725,,67.5,1958-12-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728,,2.8,1927-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,728,,2.8,1927-07-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,730,,13.6,1916-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,731,,2.6,1921-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,731,,2.7,1921-08-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,747,,10,1921-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,748,,10,1921-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,750,,6.8,1986-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,759,,5,1989-01-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,759,,5,1988-12-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,765,,404,1984-06-30,Hitachi Japan,,Westinghouse,1,Francis reversible pump turbine,,,,,,,,,,,,,,,495,360,,,,,,,,,,,,,,,,,,,,,,,,
,765,,404,1984-06-30,Hitachi Japan,,Westinghouse,2,Francis reversible pump turbine,,,,,,,,,,,,,,,495,360,,,,,,,,,,,,,,,,,,,,,,,,
,765,,404,1984-06-30,Hitachi Japan,,Westinghouse,3,Francis reversible pump turbine,,,,,,,,,,,,,,,495,360,,,,,,,,,,,,,,,,,,,,,,,,
,777,,0.5,1979-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,777,,0.5,1979-09-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,828,,1.4,1983-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,828,,1.4,1983-10-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,828,,0.9,1983-10-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,833,,7.6,1979-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,849,,18,1962-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,851,,5.9,1990-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,851,,5.9,1990-12-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,862,,199.8,1987-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,869,,85.1,1966-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,869,,83.5,1965-12-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,875,,77,1961-04-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,875,,77,1962-03-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,901,,11.5,1985-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,904,,77.2,1963-05-00,,,,1,Francis,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,
,904,,77.2,1963-07-00,,,,2,Francis,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,
,911,,1.1,1988-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,917,,2.2,1929-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,918,,1.8,1929-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,919,,2.4,1913-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,919,,2.4,1913-05-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,921,,4.9,1989-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,922,,10,1963-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,930,,139.5,1983-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,931,,11.3,1920-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,931,,11.3,1920-08-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,931,,11.3,1920-08-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,932,,9.5,1921-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,933,,6.5,1907-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,933,,6.5,1907-06-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,933,,6.5,1907-07-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,933,,6.5,1907-06-00,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,934,,20.5,1921-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,934,,19.6,1921-03-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,936,,39,1950-03-00,GE,,GE,1,Francis,,,,,,,,,,,,,,,,94.7,,,,,,,,,,,,,,,,,,,,,,,,
,936,,39,1949-12-00,GE,,GE,2,Francis,,,,,,,,,,,,,,,,94.7,,,,,,,,,,,,,,,,,,,,,,,,
,936,,39,1949-10-00,GE,,GE,3,Francis,,,,,,,,,,,,,,,,94.7,,,,,,,,,,,,,,,,,,,,,,,,
,940,,1.5,1904-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,940,,1.5,1904-05-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,946,,48.6,1962-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,962,,1.2,1924-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,962,,3.3,1924-12-00,,,Allis-Chalmers,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,974,,4.9,1980-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000,,1,1906-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000,,1,1906-08-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1025,,82,1971-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1027,,1.1,1989-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1049,,1.5,1911-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1049,,1.5,1912-02-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1055,,95,1960-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1055,,95,1960-03-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1090,,9,1967-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1098,,3.4,1930-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1111,,61.2,1966-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1111,,54.9,1966-10-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1113,,37.5,1952-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1117,,1,1903-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1117,,1,1904-10-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1117,,1,1904-03-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1139,,50,1969-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1139,,50,1969-09-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1140,,2.9,1987-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1142,,10.9,1996-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1142,,10.9,1996-08-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1142,,10.9,1996-08-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1147,,2.6,1987-01-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1149,,5,1983-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1149,,5,1983-06-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1149,,1.5,1983-06-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1173,,29.9,1988-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1175,,4.5,1954-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1183,,3.9,1987-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1183,,0.3,1987-07-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1186,,46.7,1969-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1188,,10.2,1942-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1199,,1.2,1989-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1204,,1.9,1989-04-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1204,,0.9,1989-04-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1207,,150,1979-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1207,,150,1979-06-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1209,,12.7,1986-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1221,,6.7,1955-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1221,,6.7,1955-06-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1254,,1.4,1985-11-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1272,,5,1990-01-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1274,,4.2,1968-01-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1274,,4.2,1968-02-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1274,,4.2,1967-11-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1274,,4.2,1967-11-00,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1274,,4.2,1968-02-00,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1274,,4.2,1967-12-00,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1285,,6.1,1966-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1300,,7.5,1930-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1300,,7.5,1930-07-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1300,,8.6,1983-06-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1304,,30,1942-12-00,S.M.S/American Hydro,,Westinghouse,1,Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1304,,30,1943-01-00,S.M.S./American Hydro,,Westinghouse,2,Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1304,,30,1942-12-00,S.M.S./American Hydro,,Westinghouse,3,Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1304,,30,1943-05-00,S.M.S. American Hydro,,Westinghouse,4,Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1305,,2.7,1982-04-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1322,,7.9,1983-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1330,,1.6,1940-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1339,,16.5,1957-01-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1339,,16.5,1957-01-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1340,,55,1984-01-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1340,,55,1984-01-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1340,,55,1984-04-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1348,,34.6,1922-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1348,,34.6,1922-09-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349,,26.7,1925-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349,,26.7,1925-07-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349,,26.7,1925-07-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1350,,51.7,1955-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1350,,51.7,1955-07-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1351,,38.2,1944-04-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1351,,38.2,1944-04-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1351,,33.2,1944-04-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1351,,32,1944-04-00,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1352,,39.6,1965-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1352,,39.6,1965-08-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1353,,57.6,1965-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1353,,52.2,1965-09-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1358,,3.2,1958-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1360,,71.4,1958-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1360,,71.4,1958-10-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1363,,1.1,1990-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1365,,11.2,1924-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1369,,10.8,1956-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1374,,4.4,1939-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1374,,2,1910-03-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1374,,3,1917-09-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1417,,38.8,1967-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1417,,38.8,1967-02-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1417,,40.6,1987-09-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1420,,1.4,1987-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1435,,79.2,1966-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1444,,5.9,1985-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1454,,7,1989-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1454,,7,1989-06-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1457,,1.9,1984-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1470,,2,1986-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1471,,29.5,1965-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1482,,62.3,1950-03-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1482,,62.3,1950-03-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1497,,12.1,1980-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1507,,5.8,1916-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1507,,7.2,1917-12-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1524,,12.3,1931-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1524,,29.7,1953-04-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1527,,9.9,1981-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1528,,2.8,1922-10-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1528,,2.8,1922-10-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1529,,9.3,1917-04-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1529,,10,1923-05-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1529,,25,1987-04-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1529,,25,1983-12-00,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1530,,14,1920-07-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1530,,14,1920-08-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1530,,14,1932-09-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1531,,3.9,1987-12-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1531,,1.1,1987-12-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1532,,2.8,1917-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1533,,4,1923-08-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1536,,16.2,1986-05-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1541,,0.8,1899-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1541,,0.8,1899-02-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1541,,0.8,1899-01-00,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1541,,0.8,1899-01-00,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1542,,3.1,1999-09-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1543,,0.2,1987-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1543,,1.1,1987-06-00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1557,,1,1985-02-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1565,,8.5,1982-06-00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568,,125,1949-04-00,GE,,,1,Francis,,,,,,,,,,,,,,,100.6,138.5,,,,,,,,,,,,,,,,,,,,,,,,
,1568,,125,1948-07-00,GE,,,2,Francis,,,,,,,,,,,,,,,100.6,138.5,,,,,,,,,,,,,,,,,,,,,,,,
,1568,,142,1944-06-00,Alstom,,,3,Francis,,,,,,,,,,,,,,,100.6,,,,,,,,,,,,,,,,,,,,,,,,,
,1568,,142,1944-06-00,Alstom,,,4,Francis,,,,,,,,,,,,,,,100.6,,,,,,,,,,,,,,,,,,,,,,,,,
,1568,,142,1948-03-00,Alstom,,,5,Francis,,,,,,,,,,,,,,,100.6,,,,,,,,,,,,,,,,,,,,,,,,,
